train_register,test_register,features,auc,acc,prec,rec,f1
news,news,char_entropy,0.9927764373280757,0.9575620208912475,0.9537895204031016,0.9617186841883582,0.9577376910795882
news,social,char_entropy,0.5625222560354517,0.5352542694745666,0.5258442122645699,0.7173077426790299,0.6068318895375006
news,creative,char_entropy,0.5559913278872299,0.5355388054382687,0.5346998165369773,0.5476280466075613,0.5410867187708395
social,academic,char_entropy,0.5195377172161953,0.5119875329657156,0.5155860349127181,0.3965475905058739,0.4482992275376067
social,news,char_entropy,0.5742929248650664,0.545452152303934,0.5635667476621751,0.4029673153062084,0.4699244196398421
social,social,char_entropy,0.9912752729363533,0.9570531457907695,0.9532982198640056,0.9611949290167112,0.9572302886637604
social,creative,char_entropy,0.5528614438428653,0.534890878265283,0.5450929492547312,0.42176819325507814,0.4755654317981188
creative,academic,char_entropy,0.5275510711727223,0.5156437305202589,0.5158624042785949,0.5087508990649724,0.512281972358018
creative,news,char_entropy,0.533501346676722,0.5200988754106647,0.5214246027960019,0.4891595063600371,0.5047769878762031
creative,social,char_entropy,0.538724713741079,0.5224654905966787,0.5211766194566267,0.5528969563623028,0.5365683936597309
creative,creative,char_entropy,0.997093553737679,0.9784564214982236,0.9782911426566633,0.9786292020776864,0.9784601431671687
academic,academic,rep_rate,0.7919930666017674,0.7024094941261089,0.6944604399401129,0.7228482378326541,0.7083700440528634
academic,news,rep_rate,0.40670487547668766,0.4450551764804987,0.4380689573319091,0.3886519669783506,0.41188351941436085
academic,social,rep_rate,0.43239790408837386,0.4710009691445335,0.46107258071605,0.34347660956571846,0.39368045782906463
academic,creative,rep_rate,0.42700722585148176,0.46188028465600467,0.4488346474953618,0.33439521397794886,0.3832544323772394
news,academic,rep_rate,0.48393159007224196,0.48639415008391274,0.4831677294972564,0.3905538240230161,0.4319522704673517
news,news,rep_rate,0.8163215693327708,0.7211113217083649,0.7339717876721487,0.6936283800859236,0.7132300396284025
news,social,rep_rate,0.5750504547767373,0.4996545785530934,0.4997905653148369,0.8243065377966368,0.6222815978525905
news,creative,rep_rate,0.5960783498901538,0.5236115460622226,0.51685904405018,0.7238750364459035,0.6030967718717386
social,academic,rep_rate,0.5225585554054233,0.5207983696955166,0.5204623186696544,0.5290098297770319,0.5247012662743
social,news,rep_rate,0.5796666307380894,0.5255954637351529,0.5284253363504008,0.4758181703310589,0.5007438435518322
social,social,rep_rate,0.6960515819293801,0.6353299020378228,0.6952967747422534,0.4818023469013568,0.5691884595003346
social,creative,rep_rate,0.6311284348321646,0.6005205014956319,0.6328135032174298,0.4789477662710711,0.5452332657200811
creative,academic,rep_rate,0.4880203202910163,0.4906497242867418,0.4857351865398683,0.3183888755694078,0.38464880521361333
creative,news,rep_rate,0.565472717335439,0.5352434504254064,0.5413429351384068,0.4614764973464746,0.49822935910189003
creative,social,rep_rate,0.5993013107926272,0.5732391691550107,0.5840579601223536,0.5088860076483839,0.5438868456690544
creative,creative,rep_rate,0.763737848800149,0.687385937820589,0.7266671020834694,0.6007364772199605,0.6577282777048676
academic,academic,punct_entropy,0.9246102370485066,0.8484176456485255,0.8114218364941606,0.9078158714936466,0.8569165487977369
academic,news,punct_entropy,0.4594556743371035,0.4750731825456996,0.4743874796457688,0.4616870946002864,0.4679511295749319
academic,social,punct_entropy,0.5321014084188523,0.5241500340510241,0.5258569315226003,0.49114345958405364,0.5079077547123175
academic,creative,punct_entropy,0.569491826093791,0.5571093809055863,0.5574555923732957,0.5540965195512024,0.5557709804601187
news,academic,punct_entropy,0.5404981815794815,0.5649124910093503,0.5568146049732452,0.6361783744905298,0.5938566552901023
news,news,punct_entropy,0.9354041916489013,0.8499178670710134,0.8188421093030396,0.8986500716030663,0.8568918430459055
news,social,punct_entropy,0.5888714376877705,0.5789787312064539,0.5672296544035674,0.6663588977945414,0.6128113407525172
news,creative,punct_entropy,0.5714098702509924,0.5603274191980822,0.5761321358971913,0.45652948608576394,0.5094046342374474
social,academic,punct_entropy,0.656853922986984,0.6306041716614721,0.6184625421333043,0.6818508750899065,0.6486116654313244
social,news,punct_entropy,0.5316354879359457,0.5336797658158537,0.5422394780978038,0.43235616207564653,0.48110328019637827
social,social,punct_entropy,0.8727379693712511,0.7834813243229085,0.7496439095559105,0.8512526847922888,0.7972237468685128
social,creative,punct_entropy,0.6010591497752534,0.5783019988553286,0.5984334274543874,0.47604289277885165,0.5302675816608227
creative,academic,punct_entropy,0.6081259738253899,0.6071086070486694,0.5949622701668615,0.6710620954207625,0.6307250295757986
creative,news,punct_entropy,0.5143558581902934,0.5199461924016511,0.5218373710998518,0.47664476455227023,0.49821832960489565
creative,social,punct_entropy,0.5845410803174356,0.5680398396982556,0.5636333572176597,0.6026638378123527,0.5824955142263109
creative,creative,punct_entropy,0.959658378738046,0.8941826938652095,0.8664725666382209,0.9319892444089284,0.898037542662116
